timestamp,open,high,low,close,volume
2025-01-01T05:00:00.000Z,1.03519666,1.03519666,1.03519666,1.03519666,0.00000000
2025-01-01T18:00:00.000Z,1.03551829,1.03659165,1.03551829,1.03594732,0.00000000
2025-01-01T19:00:00.000Z,1.03594732,1.03626943,1.03594732,1.03616202,0.00000000
2025-01-01T20:00:00.000Z,1.03616202,1.03626943,1.03594732,1.03616202,0.00000000
2025-01-01T21:00:00.000Z,1.03616202,1.03616202,1.03562546,1.03584003,0.00000000
2025-01-01T22:00:00.000Z,1.03584003,1.03616202,1.03476822,1.03616202,0.00000000
2025-01-01T23:00:00.000Z,1.03616202,1.03616202,1.03498244,1.03541112,0.00000000
2025-01-02T00:00:00.000Z,1.03541112,1.03584003,1.03508961,1.03551829,0.00000000
2025-01-02T01:00:00.000Z,1.03519666,1.03626943,1.03498244,1.03605473,0.00000000
2025-01-02T02:00:00.000Z,1.03605473,1.03734446,1.03605473,1.03734446,0.00000000
2025-01-02T03:00:00.000Z,1.03734446,1.03766727,1.03712916,1.03745198,0.00000000
2025-01-02T04:00:00.000Z,1.03745198,1.03777504,1.03702176,1.03723681,0.00000000
2025-01-02T05:00:00.000Z,1.03723681,1.03734446,1.03648424,1.03669918,0.00000000
2025-01-02T06:00:00.000Z,1.03648424,1.03669918,1.03637683,1.03669918,0.00000000
2025-01-02T07:00:00.000Z,1.03669918,1.03745198,1.03659165,1.03659165,0.00000000
2025-01-02T08:00:00.000Z,1.03680658,1.03723681,1.03498244,1.03659165,0.00000000
2025-01-02T09:00:00.000Z,1.03669918,1.03734446,1.03530383,1.03541112,0.00000000
2025-01-02T10:00:00.000Z,1.03551829,1.03594732,1.03188527,1.03188527,0.00000000
2025-01-02T11:00:00.000Z,1.03199172,1.03359175,1.03188527,1.03337812,0.00000000
2025-01-02T12:00:00.000Z,1.03359175,1.03369856,1.03188527,1.03199172,0.00000000
2025-01-02T13:00:00.000Z,1.03188527,1.03316462,1.03145945,1.03177881,0.00000000
2025-01-02T14:00:00.000Z,1.03156590,1.03252447,1.03050292,1.03060901,0.00000000
2025-01-02T15:00:00.000Z,1.03071535,1.03114045,1.02774918,1.02774918,0.00000000
2025-01-02T16:00:00.000Z,1.02785492,1.02785492,1.02375102,1.02648330,0.00000000
2025-01-02T17:00:00.000Z,1.02637792,1.02701044,1.02564096,1.02679944,0.00000000
2025-01-02T18:00:00.000Z,1.02679944,1.02690494,1.02585149,1.02585149,0.00000000
2025-01-02T19:00:00.000Z,1.02595675,1.02616727,1.02511537,1.02532554,0.00000000
2025-01-02T20:00:00.000Z,1.02543068,1.02669406,1.02543068,1.02658868,0.00000000
2025-01-02T21:00:00.000Z,1.02658868,1.02701044,1.02648330,1.02701044,0.00000000
2025-01-02T22:00:00.000Z,1.02658868,1.02711594,1.02637792,1.02679944,0.00000000
2025-01-02T23:00:00.000Z,1.02690494,1.02722132,1.02679944,1.02701044,0.00000000
2025-01-03T00:00:00.000Z,1.02701044,1.02753794,1.02690494,1.02753794,0.00000000
2025-01-03T01:00:00.000Z,1.02743244,1.02753794,1.02690494,1.02701044,0.00000000
2025-01-03T02:00:00.000Z,1.02701044,1.02774918,1.02701044,1.02753794,0.00000000
2025-01-03T03:00:00.000Z,1.02753794,1.02764356,1.02711594,1.02732694,0.00000000
2025-01-03T04:00:00.000Z,1.02732694,1.02732694,1.02701044,1.02722132,0.00000000
2025-01-03T05:00:00.000Z,1.02722132,1.02764356,1.02679944,1.02743244,0.00000000
2025-01-03T06:00:00.000Z,1.02743244,1.02817190,1.02743244,1.02817190,0.00000000
2025-01-03T07:00:00.000Z,1.02806616,1.02870071,1.02722132,1.02838337,0.00000000
2025-01-03T08:00:00.000Z,1.02870071,1.02901828,1.02753794,1.02838337,0.00000000
2025-01-03T09:00:00.000Z,1.02838337,1.03029048,1.02827764,1.02933609,0.00000000
2025-01-03T10:00:00.000Z,1.02944207,1.02954805,1.02817190,1.02838337,0.00000000
2025-01-03T11:00:00.000Z,1.02838337,1.03050292,1.02838337,1.03007829,0.00000000
2025-01-03T12:00:00.000Z,1.03007829,1.03039670,1.02976012,1.02986610,0.00000000
2025-01-03T13:00:00.000Z,1.02997220,1.03018439,1.02954805,1.02954805,0.00000000
2025-01-03T14:00:00.000Z,1.02933609,1.03050292,1.02912426,1.03050292,0.00000000
2025-01-03T15:00:00.000Z,1.02954805,1.03082156,1.02764356,1.02901828,0.00000000
2025-01-03T16:00:00.000Z,1.02912426,1.03018439,1.02870071,1.02912426,0.00000000
2025-01-03T17:00:00.000Z,1.02944207,1.03082156,1.02944207,1.03007829,0.00000000
2025-01-03T18:00:00.000Z,1.03018439,1.03039670,1.02954805,1.02997220,0.00000000
2025-01-03T19:00:00.000Z,1.02986610,1.03092778,1.02965403,1.03050292,0.00000000
2025-01-03T20:00:00.000Z,1.03029048,1.03103411,1.03018439,1.03082156,0.00000000
2025-01-03T21:00:00.000Z,1.03071535,1.03124678,1.03071535,1.03114045,0.00000000
2025-01-03T22:00:00.000Z,1.03124678,1.03124678,1.03124678,1.03124678,0.00000000
2025-01-06T00:00:00.000Z,1.03071535,1.03071535,1.02986610,1.03060901,0.00000000
2025-01-06T01:00:00.000Z,1.03060901,1.03156590,1.03039670,1.03156590,0.00000000
2025-01-06T02:00:00.000Z,1.03145945,1.03199172,1.03135312,1.03199172,0.00000000
2025-01-06T03:00:00.000Z,1.03188527,1.03209817,1.03156590,1.03188527,0.00000000
2025-01-06T04:00:00.000Z,1.03188527,1.03199172,1.03156590,1.03177881,0.00000000
2025-01-06T05:00:00.000Z,1.03177881,1.03209817,1.03124678,1.03124678,0.00000000
2025-01-06T06:00:00.000Z,1.03124678,1.03177881,1.03103411,1.03145945,0.00000000
2025-01-06T07:00:00.000Z,1.03156590,1.03305781,1.03124678,1.03305781,0.00000000
2025-01-06T08:00:00.000Z,1.03295112,1.03541112,1.03295112,1.03530383,0.00000000
2025-01-06T09:00:00.000Z,1.03530383,1.03702176,1.03434014,1.03573275,0.00000000
2025-01-06T10:00:00.000Z,1.03594732,1.03594732,1.03391230,1.03391230,0.00000000
2025-01-06T11:00:00.000Z,1.03380549,1.04307914,1.03359175,1.04231811,0.00000000
2025-01-06T12:00:00.000Z,1.04264414,1.04297042,1.03960907,1.04155815,0.00000000
2025-01-06T13:00:00.000Z,1.04134119,1.04373240,1.04112446,1.04188371,0.00000000
2025-01-06T14:00:00.000Z,1.04220951,1.04264414,1.03605473,1.03950107,0.00000000
2025-01-06T15:00:00.000Z,1.04004157,1.04004157,1.03745198,1.03960907,0.00000000
2025-01-06T16:00:00.000Z,1.03971720,1.04047453,1.03885317,1.04004157,0.00000000
2025-01-06T17:00:00.000Z,1.03993344,1.03993344,1.03831375,1.03896105,0.00000000
2025-01-06T18:00:00.000Z,1.03906894,1.03906894,1.03799045,1.03842163,0.00000000
2025-01-06T19:00:00.000Z,1.03842163,1.03939295,1.03820598,1.03917694,0.00000000
2025-01-06T20:00:00.000Z,1.03896105,1.03950107,1.03885317,1.03906894,0.00000000
2025-01-06T21:00:00.000Z,1.03906894,1.03950107,1.03885317,1.03928494,0.00000000
2025-01-06T22:00:00.000Z,1.03928494,1.04047453,1.03896105,1.03928494,0.00000000
2025-01-06T23:00:00.000Z,1.03928494,1.03928494,1.03842163,1.03863728,0.00000000
2025-01-07T00:00:00.000Z,1.03863728,1.03874516,1.03799045,1.03863728,0.00000000
2025-01-07T01:00:00.000Z,1.03863728,1.03874516,1.03799045,1.03831375,0.00000000
2025-01-07T02:00:00.000Z,1.03842163,1.03874516,1.03831375,1.03852952,0.00000000
2025-01-07T03:00:00.000Z,1.03842163,1.03950107,1.03831375,1.03950107,0.00000000
2025-01-07T04:00:00.000Z,1.03960907,1.03971720,1.03928494,1.03950107,0.00000000
2025-01-07T05:00:00.000Z,1.03950107,1.04058266,1.03939295,1.03993344,0.00000000
2025-01-07T06:00:00.000Z,1.04004157,1.04058266,1.03993344,1.04004157,0.00000000
2025-01-07T07:00:00.000Z,1.04014981,1.04253542,1.04014981,1.04166675,0.00000000
2025-01-07T08:00:00.000Z,1.04177511,1.04253542,1.04069102,1.04242682,0.00000000
2025-01-07T09:00:00.000Z,1.04286158,1.04362345,1.04275286,1.04318798,0.00000000
2025-01-07T10:00:00.000Z,1.04275286,1.04362345,1.04210091,1.04297042,0.00000000
2025-01-07T11:00:00.000Z,1.04297042,1.04297042,1.04079938,1.04166675,0.00000000
2025-01-07T12:00:00.000Z,1.04166675,1.04199231,1.03906894,1.03917694,0.00000000
2025-01-07T13:00:00.000Z,1.03917694,1.04069102,1.03906894,1.03971720,0.00000000
2025-01-07T14:00:00.000Z,1.03982532,1.03993344,1.03928494,1.03960907,0.00000000
2025-01-07T15:00:00.000Z,1.03788269,1.03820598,1.03605473,1.03723681,0.00000000
2025-01-07T16:00:00.000Z,1.03755963,1.03809822,1.03659165,1.03702176,0.00000000
2025-01-07T17:00:00.000Z,1.03723681,1.03755963,1.03616202,1.03712916,0.00000000
2025-01-07T18:00:00.000Z,1.03702176,1.03712916,1.03530383,1.03573275,0.00000000
2025-01-07T19:00:00.000Z,1.03573275,1.03616202,1.03551829,1.03573275,0.00000000
2025-01-07T20:00:00.000Z,1.03584003,1.03584003,1.03466117,1.03466117,0.00000000
2025-01-07T21:00:00.000Z,1.03466117,1.03466117,1.03434014,1.03434014,0.00000000
2025-01-07T22:00:00.000Z,1.03466117,1.03476822,1.03434014,1.03455412,0.00000000
2025-01-07T23:00:00.000Z,1.03455412,1.03476822,1.03412616,1.03466117,0.00000000
2025-01-08T00:00:00.000Z,1.03444707,1.03519666,1.03444707,1.03487527,0.00000000
2025-01-08T01:00:00.000Z,1.03498244,1.03551829,1.03476822,1.03551829,0.00000000
2025-01-08T02:00:00.000Z,1.03551829,1.03573275,1.03551829,1.03573275,0.00000000
2025-01-08T03:00:00.000Z,1.03573275,1.03573275,1.03487527,1.03508961,0.00000000
2025-01-08T04:00:00.000Z,1.03498244,1.03551829,1.03498244,1.03541112,0.00000000
2025-01-08T05:00:00.000Z,1.03541112,1.03584003,1.03530383,1.03573275,0.00000000
2025-01-08T06:00:00.000Z,1.03573275,1.03605473,1.03519666,1.03530383,0.00000000
2025-01-08T07:00:00.000Z,1.03530383,1.03530383,1.03327131,1.03327131,0.00000000
2025-01-08T08:00:00.000Z,1.03359175,1.03412616,1.03220475,1.03220475,0.00000000
2025-01-08T09:00:00.000Z,1.03231132,1.03284442,1.03199172,1.03220475,0.00000000
2025-01-08T10:00:00.000Z,1.03220475,1.03231132,1.03135312,1.03220475,0.00000000
2025-01-08T11:00:00.000Z,1.03220475,1.03220475,1.02785492,1.02976012,0.00000000
2025-01-08T12:00:00.000Z,1.03007829,1.03007829,1.02838337,1.02848911,0.00000000
2025-01-08T13:00:00.000Z,1.02944207,1.03060901,1.02848911,1.03060901,0.00000000
2025-01-08T14:00:00.000Z,1.03082156,1.03092778,1.02923012,1.02933609,0.00000000
2025-01-08T15:00:00.000Z,1.02965403,1.03114045,1.02965403,1.03029048,0.00000000
2025-01-08T16:00:00.000Z,1.03039670,1.03167236,1.02986610,1.03156590,0.00000000
2025-01-08T17:00:00.000Z,1.03145945,1.03156590,1.03018439,1.03082156,0.00000000
2025-01-08T18:00:00.000Z,1.03082156,1.03177881,1.03082156,1.03156590,0.00000000
2025-01-08T19:00:00.000Z,1.03156590,1.03273785,1.03114045,1.03124678,0.00000000
2025-01-08T20:00:00.000Z,1.03114045,1.03199172,1.03103411,1.03188527,0.00000000
2025-01-08T21:00:00.000Z,1.03199172,1.03220475,1.03177881,1.03209817,0.00000000
2025-01-08T22:00:00.000Z,1.03177881,1.03231132,1.03167236,1.03209817,0.00000000
2025-01-08T23:00:00.000Z,1.03188527,1.03209817,1.03167236,1.03167236,0.00000000
2025-01-09T00:00:00.000Z,1.03167236,1.03177881,1.03082156,1.03156590,0.00000000
2025-01-09T01:00:00.000Z,1.03156590,1.03199172,1.03145945,1.03167236,0.00000000
2025-01-09T02:00:00.000Z,1.03167236,1.03220475,1.03167236,1.03199172,0.00000000
2025-01-09T03:00:00.000Z,1.03188527,1.03241789,1.03135312,1.03135312,0.00000000
2025-01-09T04:00:00.000Z,1.03135312,1.03145945,1.03082156,1.03124678,0.00000000
2025-01-09T05:00:00.000Z,1.03114045,1.03145945,1.03092778,1.03092778,0.00000000
2025-01-09T06:00:00.000Z,1.03092778,1.03114045,1.02997220,1.03007829,0.00000000
2025-01-09T07:00:00.000Z,1.03039670,1.03092778,1.02923012,1.02923012,0.00000000
2025-01-09T08:00:00.000Z,1.02933609,1.03103411,1.02880657,1.03082156,0.00000000
2025-01-09T09:00:00.000Z,1.03114045,1.03188527,1.03060901,1.03071535,0.00000000
2025-01-09T10:00:00.000Z,1.03092778,1.03145945,1.03039670,1.03050292,0.00000000
2025-01-09T11:00:00.000Z,1.03060901,1.03060901,1.02997220,1.03029048,0.00000000
2025-01-09T12:00:00.000Z,1.03050292,1.03060901,1.02997220,1.03060901,0.00000000
2025-01-09T13:00:00.000Z,1.03060901,1.03199172,1.03039670,1.03082156,0.00000000
2025-01-09T14:00:00.000Z,1.03124678,1.03156590,1.03082156,1.03114045,0.00000000
2025-01-09T15:00:00.000Z,1.03103411,1.03114045,1.02976012,1.03018439,0.00000000
2025-01-09T16:00:00.000Z,1.03018439,1.03050292,1.02954805,1.02997220,0.00000000
2025-01-09T17:00:00.000Z,1.03007829,1.03039670,1.02965403,1.02997220,0.00000000
2025-01-09T18:00:00.000Z,1.02986610,1.03060901,1.02976012,1.03018439,0.00000000
